year_month,plan,status,monthly_action,n_customers
2022-08,FORFETTARIO,Active,Renew_Same_Plan,230
2022-06,SEMPLIFICATO,Churned,Still_Churned,15
2023-06,SEMPLIFICATO,Active,New,9
2019-11,FORFETTARIO,Churned,Still_Churned,80
2024-02,SEMPLIFICATO,Active,Still_Active,343
2023-05,SEMPLIFICATO,Active,Still_Active,154
2024-08,FORFETTARIO,Active,Renew_Change_Plan,1
2024-06,FORFETTARIO,Active,Renew_Same_Plan,1236
2022-01,FORFETTARIO,Churned,Expired,154
2020-12,FORFETTARIO,Active,Still_Active,2855
2022-10,FORFETTARIO,Churned,Still_Churned,2502
2020-08,FORFETTARIO,Active,Resurrected,1
2024-01,FORFETTARIO,Pending,New_Pending,1
2019-02,FORFETTARIO,Churned,Expired,1
2021-06,FORFETTARIO,Active,Resurrected,10
2022-01,SEMPLIFICATO,Active,New,1
2021-07,FORFETTARIO,Active,Still_Active,4930
2023-06,FORFETTARIO,Active,Still_Active,20241
2024-06,FORFETTARIO,Active,Renew_Change_Plan,7
2022-02,FORFETTARIO,Active,Still_Active,7995
2020-06,SEMPLIFICATO,Active,Still_Active,14
2023-12,SEMPLIFICATO,Churned,Refunded,1
2020-11,FORFETTARIO,Active,Still_Active,2693
2024-05,FORFETTARIO,Active,Still_Active,27269
2019-12,FORFETTARIO,Active,Renew_Same_Plan,25
2022-12,FORFETTARIO,Churned,Expired,150
2023-11,SEMPLIFICATO,Active,New,4
2021-02,SEMPLIFICATO,Active,New,1
2023-03,FORFETTARIO,Active,Renew_Same_Plan,948
2024-08,SEMPLIFICATO,Active,Still_Active,553
2022-06,FORFETTARIO,Churned,Still_Churned,1898
2023-01,FORFETTARIO,Churned,Expired,425
2024-03,SEMPLIFICATO,Active,Resurrected,2
2020-03,FORFETTARIO,Active,New,98
2023-04,FORFETTARIO,Active,Resurrected,51
2019-03,FORFETTARIO,Active,Still_Active,715
2024-04,FORFETTARIO,Active,New,877
2023-01,SEMPLIFICATO,Active,Still_Active,95
2023-01,FORFETTARIO,Active,New,3084
2023-02,SEMPLIFICATO,Active,Resurrected,3
2024-02,SEMPLIFICATO,Churned,Expired,5
2020-02,SEMPLIFICATO,Active,Renew_Same_Plan,1
2020-05,FORFETTARIO,Active,Resurrected,3
2023-12,FORFETTARIO,Pending,Still_Pending,541
2021-03,SEMPLIFICATO,Churned,Still_Churned,2
2024-06,SEMPLIFICATO,Active,New,33
2020-03,FORFETTARIO,Churned,Expired,27
2018-11,FORFETTARIO,Active,New,45
2022-12,FORFETTARIO,Active,Pending_Activated,1
2018-04,FORFETTARIO,Active,Still_Active,64
2023-08,FORFETTARIO,Active,Renew_Change_Plan,3
2024-07,FORFETTARIO,Active,Renew_Change_Plan,10
2019-04,FORFETTARIO,Active,New,107
2023-08,SEMPLIFICATO,Active,Renew_Change_Plan,9
2020-02,FORFETTARIO,Active,Pending_Activated,1
2023-06,FORFETTARIO,Active,Pending_Activated,1
2022-06,FORFETTARIO,Churned,Refunded,23
2024-05,SEMPLIFICATO,Active,Resurrected,3
2019-04,SEMPLIFICATO,Active,Still_Active,3
2023-08,FORFETTARIO,Churned,Expired,255
2020-09,FORFETTARIO,Churned,Expired,38
2023-12,SEMPLIFICATO,Churned,Still_Churned,48
2022-09,FORFETTARIO,Active,Still_Active,12579
2020-06,FORFETTARIO,Active,Renew_Same_Plan,88
2024-05,SEMPLIFICATO,Churned,Expired,11
2022-07,SEMPLIFICATO,Churned,Still_Churned,15
2024-01,FORFETTARIO,Active,Renew_Change_Plan,3
2021-07,FORFETTARIO,Active,Renew_Same_Plan,183
2019-06,FORFETTARIO,Active,Still_Active,1026
2022-10,SEMPLIFICATO,Active,Still_Active,96
2023-08,FORFETTARIO,Active,Renew_Same_Plan,605
2021-03,FORFETTARIO,Active,Renew_Same_Plan,156
2023-03,SEMPLIFICATO,Churned,Expired,3
2023-03,FORFETTARIO,Active,Renew_Change_Plan,1
2024-08,FORFETTARIO,Churned,Refunded,7
2023-05,SEMPLIFICATO,Churned,Still_Churned,37
2022-10,FORFETTARIO,Active,Resurrected,42
2021-01,SEMPLIFICATO,Active,Renew_Change_Plan,8
2023-10,SEMPLIFICATO,Active,Renew_Same_Plan,3
2019-10,FORFETTARIO,Churned,Expired,10
2024-04,SEMPLIFICATO,Active,New,44
2024-03,FORFETTARIO,Active,Renew_Same_Plan,1530
2021-06,SEMPLIFICATO,Active,Still_Active,50
2022-02,FORFETTARIO,Active,New,975
2024-04,SEMPLIFICATO,Active,Renew_Same_Plan,7
2018-10,FORFETTARIO,Active,Still_Active,335
2022-01,SEMPLIFICATO,Active,Renew_Change_Plan,12
2022-05,FORFETTARIO,Churned,Still_Churned,1757
2019-12,FORFETTARIO,Active,New,96
2019-08,FORFETTARIO,Active,Still_Active,1186
2019-04,FORFETTARIO,Active,Renew_Same_Plan,17
2020-11,SEMPLIFICATO,Active,Still_Active,26
2021-12,FORFETTARIO,Active,New,444
2023-10,FORFETTARIO,Active,Resurrected,91
2024-08,SEMPLIFICATO,Churned,Expired,18
2019-10,FORFETTARIO,Active,Renew_Same_Plan,60
2022-08,SEMPLIFICATO,Active,Resurrected,2
2022-01,FORFETTARIO,Active,Still_Active,6267
2022-06,FORFETTARIO,Active,Renew_Same_Plan,364
2022-04,FORFETTARIO,Churned,Refunded,25
2023-05,FORFETTARIO,Active,Renew_Change_Plan,1
2023-09,SEMPLIFICATO,Churned,Refunded,1
2024-06,FORFETTARIO,Churned,Refunded,35
2021-03,FORFETTARIO,Churned,Still_Churned,520
2024-06,FORFETTARIO,Churned,Expired,528
2020-10,FORFETTARIO,Active,Still_Active,2506
2023-12,SEMPLIFICATO,Active,Renew_Same_Plan,4
2022-08,SEMPLIFICATO,Churned,Expired,3
2022-05,SEMPLIFICATO,Active,Renew_Same_Plan,4
2022-10,FORFETTARIO,Churned,Refunded,38
2022-07,SEMPLIFICATO,Active,Renew_Change_Plan,3
2024-01,FORFETTARIO,Active,Renew_Same_Plan,3646
2021-07,SEMPLIFICATO,Churned,Still_Churned,4
2023-09,FORFETTARIO,Churned,Refunded,43
2023-02,SEMPLIFICATO,Churned,Expired,2
2023-09,SEMPLIFICATO,Churned,Still_Churned,43
2021-03,FORFETTARIO,Active,New,381
2023-01,SEMPLIFICATO,Active,Renew_Same_Plan,8
2023-11,FORFETTARIO,Active,Pending_Activated,1
2022-07,FORFETTARIO,Churned,Expired,162
2020-01,FORFETTARIO,Pending,New_Pending,1
2023-12,SEMPLIFICATO,Active,Still_Active,265
2023-02,SEMPLIFICATO,Active,Still_Active,108
2021-08,FORFETTARIO,Active,Still_Active,5281
2021-07,FORFETTARIO,Active,Resurrected,11
2023-08,SEMPLIFICATO,Active,New,8
2020-12,FORFETTARIO,Active,Resurrected,6
2022-11,FORFETTARIO,Churned,Still_Churned,2677
2024-05,SEMPLIFICATO,Active,Still_Active,431
2024-07,FORFETTARIO,Churned,Expired,456
2022-05,SEMPLIFICATO,Churned,Expired,2
2019-05,FORFETTARIO,Churned,Expired,6
2020-11,FORFETTARIO,Churned,Refunded,2
2021-06,SEMPLIFICATO,Churned,Still_Churned,4
2021-05,FORFETTARIO,Active,Still_Active,4339
2019-04,FORFETTARIO,Churned,Still_Churned,4
2021-10,FORFETTARIO,Active,Renew_Same_Plan,230
2023-08,FORFETTARIO,Churned,Refunded,30
2024-08,SEMPLIFICATO,Active,Renew_Change_Plan,2
2021-11,FORFETTARIO,Churned,Refunded,14
2022-11,FORFETTARIO,Pending,New_Pending,1
2021-08,FORFETTARIO,Churned,Still_Churned,834
2024-02,SEMPLIFICATO,Active,Resurrected,8
2022-03,SEMPLIFICATO,Churned,Still_Churned,13
2022-09,SEMPLIFICATO,Churned,Expired,1
2021-07,FORFETTARIO,Active,New,328
2021-11,SEMPLIFICATO,Active,Renew_Same_Plan,2
2020-04,FORFETTARIO,Churned,Refunded,4
2022-03,FORFETTARIO,Churned,Expired,135
2024-01,FORFETTARIO,Churned,Refunded,96
2021-07,FORFETTARIO,Churned,Refunded,20
2021-04,SEMPLIFICATO,Active,New,1
2021-11,FORFETTARIO,Active,New,393
2021-06,FORFETTARIO,Active,New,337
2020-01,FORFETTARIO,Active,Still_Active,1462
2021-07,SEMPLIFICATO,Churned,Expired,1
2021-10,FORFETTARIO,Active,New,413
2024-06,FORFETTARIO,Active,New,814
2022-03,SEMPLIFICATO,Active,Renew_Same_Plan,2
2024-07,SEMPLIFICATO,Active,New,39
2024-03,FORFETTARIO,Active,Pending_Activated,1
2021-02,FORFETTARIO,Active,New,325
2023-03,SEMPLIFICATO,Churned,Still_Churned,27
2022-04,SEMPLIFICATO,Churned,Expired,1
2020-04,FORFETTARIO,Churned,Expired,26
2020-04,SEMPLIFICATO,Active,Still_Active,8
2024-04,FORFETTARIO,Churned,Refunded,47
2020-03,FORFETTARIO,Churned,Refunded,4
2020-03,FORFETTARIO,Active,Resurrected,2
2020-08,FORFETTARIO,Active,New,110
2023-02,FORFETTARIO,Active,Still_Active,16965
2022-02,SEMPLIFICATO,Active,Renew_Same_Plan,8
2021-07,SEMPLIFICATO,Active,Renew_Change_Plan,2
2022-07,FORFETTARIO,Churned,Refunded,35
2018-07,FORFETTARIO,Active,Still_Active,166
2021-11,FORFETTARIO,Active,Renew_Change_Plan,1
2022-09,FORFETTARIO,Active,New,941
2020-02,SEMPLIFICATO,Active,Resurrected,1
2021-09,FORFETTARIO,Pending,New_Pending,4
2023-10,FORFETTARIO,Active,Renew_Change_Plan,1
2023-11,SEMPLIFICATO,Churned,Expired,2
2021-04,FORFETTARIO,Active,New,414
2021-11,FORFETTARIO,Churned,Still_Churned,1050
2021-10,FORFETTARIO,Churned,Still_Churned,947
2023-04,SEMPLIFICATO,Active,New,6
2023-11,FORFETTARIO,Churned,Expired,352
2020-05,FORFETTARIO,Churned,Refunded,4
2023-10,FORFETTARIO,Churned,Still_Churned,5848
2020-12,FORFETTARIO,Active,Pending_Activated,1
2020-06,FORFETTARIO,Active,Resurrected,1
2024-06,SEMPLIFICATO,Churned,Expired,8
2023-05,FORFETTARIO,Active,Still_Active,19351
2020-02,SEMPLIFICATO,Active,Still_Active,3
2021-01,FORFETTARIO,Active,New,631
2022-12,FORFETTARIO,Churned,Refunded,28
2022-05,FORFETTARIO,Active,Resurrected,42
2022-04,FORFETTARIO,Churned,Still_Churned,1575
2021-08,FORFETTARIO,Churned,Expired,44
2021-12,SEMPLIFICATO,Churned,Still_Churned,8
2023-05,SEMPLIFICATO,Active,New,10
2020-12,FORFETTARIO,Churned,Expired,29
2020-08,FORFETTARIO,Active,Still_Active,2348
2023-01,FORFETTARIO,Active,Renew_Same_Plan,1787
2018-12,FORFETTARIO,Active,Still_Active,442
2021-07,FORFETTARIO,Churned,Expired,74
2023-07,FORFETTARIO,Active,Renew_Change_Plan,1
2019-11,FORFETTARIO,Churned,Expired,9
2023-05,FORFETTARIO,Churned,Still_Churned,4282
2019-11,SEMPLIFICATO,Active,Still_Active,4
2020-04,SEMPLIFICATO,Active,Renew_Same_Plan,1
2023-04,SEMPLIFICATO,Churned,Refunded,2
2024-04,FORFETTARIO,Active,Resurrected,104
2018-09,FORFETTARIO,Active,New,83
2022-01,FORFETTARIO,Active,Renew_Change_Plan,2
2023-10,FORFETTARIO,Churned,Expired,349
2023-09,FORFETTARIO,Active,New,1413
2019-05,FORFETTARIO,Active,New,82
2024-02,FORFETTARIO,Active,New,1218
2023-10,SEMPLIFICATO,Active,Still_Active,248
2022-12,SEMPLIFICATO,Active,Renew_Change_Plan,6
2023-11,FORFETTARIO,Pending,Still_Pending,116
2023-12,FORFETTARIO,Pending,New_Pending,1348
2022-12,SEMPLIFICATO,Churned,Still_Churned,22
2021-04,SEMPLIFICATO,Active,Renew_Same_Plan,1
2019-09,SEMPLIFICATO,Active,Still_Active,4
2020-08,FORFETTARIO,Active,Renew_Same_Plan,57
2022-06,SEMPLIFICATO,Active,Renew_Change_Plan,4
2022-06,FORFETTARIO,Active,New,790
2020-05,FORFETTARIO,Churned,Expired,15
2020-08,SEMPLIFICATO,Active,Renew_Change_Plan,2
2021-02,FORFETTARIO,Active,Resurrected,12
2022-02,FORFETTARIO,Active,Resurrected,24
2024-02,SEMPLIFICATO,Churned,Still_Churned,67
2022-05,FORFETTARIO,Active,Still_Active,10124
2023-12,SEMPLIFICATO,Churned,Expired,6
2022-02,SEMPLIFICATO,Active,Resurrected,2
2019-06,FORFETTARIO,Churned,Expired,7
2019-11,FORFETTARIO,Active,Renew_Same_Plan,32
2022-11,FORFETTARIO,Active,New,648
2023-12,SEMPLIFICATO,Active,New,2
2022-07,SEMPLIFICATO,Churned,Expired,1
2022-02,FORFETTARIO,Churned,Refunded,23
2023-06,FORFETTARIO,Active,New,931
2021-12,FORFETTARIO,Churned,Still_Churned,1132
2022-01,FORFETTARIO,Active,Resurrected,18
2022-05,FORFETTARIO,Active,Renew_Same_Plan,411
2023-08,FORFETTARIO,Pending,Still_Pending,2
2023-11,FORFETTARIO,Churned,Still_Churned,6169
2023-01,FORFETTARIO,Active,Still_Active,13459
2024-01,SEMPLIFICATO,Active,New,79
2021-09,SEMPLIFICATO,Active,Resurrected,2
2022-05,SEMPLIFICATO,Active,Renew_Change_Plan,3
2022-06,FORFETTARIO,Active,Resurrected,33
2024-03,FORFETTARIO,Churned,Expired,582
2021-11,FORFETTARIO,Active,Resurrected,15
2024-07,FORFETTARIO,Active,Still_Active,28340
2018-07,FORFETTARIO,Active,New,51
2021-11,SEMPLIFICATO,Active,Still_Active,59
2019-09,FORFETTARIO,Active,Resurrected,1
2023-04,FORFETTARIO,Churned,Refunded,23
2020-09,SEMPLIFICATO,Active,Still_Active,20
2024-03,FORFETTARIO,Active,Still_Active,26297
2021-08,FORFETTARIO,Active,New,248
2023-01,FORFETTARIO,Active,Renew_Change_Plan,5
2023-11,FORFETTARIO,Active,Renew_Same_Plan,697
2022-04,FORFETTARIO,Active,Renew_Change_Plan,1
2021-02,FORFETTARIO,Active,Renew_Same_Plan,173
2024-06,FORFETTARIO,Active,Still_Active,28015
2023-04,SEMPLIFICATO,Active,Renew_Change_Plan,10
2018-04,FORFETTARIO,Active,New,24
2020-09,FORFETTARIO,Active,New,202
2022-06,SEMPLIFICATO,Active,Renew_Same_Plan,1
2022-03,SEMPLIFICATO,Active,New,3
2023-10,FORFETTARIO,Churned,Refunded,40
2020-11,FORFETTARIO,Churned,Still_Churned,372
2020-03,SEMPLIFICATO,Active,Renew_Change_Plan,1
2021-01,FORFETTARIO,Churned,Still_Churned,446
2023-06,FORFETTARIO,Pending,New_Pending,2
2022-04,FORFETTARIO,Active,New,755
2023-10,SEMPLIFICATO,Churned,Expired,2
2024-05,SEMPLIFICATO,Active,Renew_Change_Plan,8
2019-11,FORFETTARIO,Churned,Refunded,2
2023-07,SEMPLIFICATO,Active,Renew_Same_Plan,6
2020-02,FORFETTARIO,Churned,Refunded,2
2020-09,FORFETTARIO,Active,Renew_Same_Plan,130
2023-03,SEMPLIFICATO,Active,Still_Active,123
2020-08,FORFETTARIO,Churned,Refunded,2
2019-10,FORFETTARIO,Active,New,109
2019-07,FORFETTARIO,Churned,Still_Churned,30
2024-03,FORFETTARIO,Churned,Refunded,70
2024-04,SEMPLIFICATO,Churned,Refunded,1
2023-01,SEMPLIFICATO,Churned,Expired,4
2020-02,FORFETTARIO,Active,Still_Active,1609
2022-03,SEMPLIFICATO,Active,Still_Active,77
2021-09,FORFETTARIO,Active,Resurrected,12
2021-04,FORFETTARIO,Churned,Refunded,11
2022-12,SEMPLIFICATO,Active,Resurrected,3
2022-07,FORFETTARIO,Active,New,838
2021-08,SEMPLIFICATO,Churned,Still_Churned,5
2023-02,FORFETTARIO,Pending,New_Pending,1
2022-03,FORFETTARIO,Churned,Still_Churned,1435
2023-05,SEMPLIFICATO,Active,Renew_Same_Plan,6
2021-10,FORFETTARIO,Churned,Expired,93
2018-05,FORFETTARIO,Active,New,40
2019-07,FORFETTARIO,Churned,Expired,15
2022-01,SEMPLIFICATO,Active,Still_Active,59
2020-05,SEMPLIFICATO,Active,Renew_Same_Plan,2
2021-05,SEMPLIFICATO,Active,Renew_Change_Plan,2
2021-12,FORFETTARIO,Churned,Expired,39
2021-12,FORFETTARIO,Active,Still_Active,6486
2022-04,FORFETTARIO,Active,Renew_Same_Plan,406
2024-06,SEMPLIFICATO,Active,Still_Active,470
2023-08,FORFETTARIO,Churned,Still_Churned,5249
2024-07,FORFETTARIO,Active,New,843
2024-02,FORFETTARIO,Active,Renew_Same_Plan,1711
2022-10,FORFETTARIO,Active,Still_Active,13446
2023-09,SEMPLIFICATO,Active,New,14
2021-06,SEMPLIFICATO,Active,Renew_Change_Plan,2
2023-10,FORFETTARIO,Active,Still_Active,22864
2024-08,FORFETTARIO,Churned,Still_Churned,10824
2022-02,FORFETTARIO,Churned,Expired,110
2023-10,SEMPLIFICATO,Churned,Still_Churned,45
2024-07,SEMPLIFICATO,Active,Resurrected,10
2023-12,FORFETTARIO,Churned,Expired,332
2021-10,FORFETTARIO,Churned,Refunded,24
2022-08,FORFETTARIO,Active,Still_Active,12478
2022-12,FORFETTARIO,Active,Still_Active,14562
2022-12,FORFETTARIO,Active,Resurrected,72
2021-09,SEMPLIFICATO,Active,Renew_Change_Plan,2
2021-10,SEMPLIFICATO,Active,Still_Active,56
2020-06,FORFETTARIO,Churned,Expired,32
2019-07,FORFETTARIO,Active,New,89
2019-08,FORFETTARIO,Active,Renew_Same_Plan,24
2020-11,SEMPLIFICATO,Active,New,1
2024-04,FORFETTARIO,Active,Still_Active,27168
2022-06,SEMPLIFICATO,Active,Still_Active,91
2024-01,FORFETTARIO,Churned,Expired,1159
2021-08,FORFETTARIO,Active,Resurrected,9
2024-03,SEMPLIFICATO,Active,Renew_Change_Plan,8
2022-06,FORFETTARIO,Active,Still_Active,10990
2019-04,FORFETTARIO,Churned,Expired,5
2022-12,SEMPLIFICATO,Churned,Expired,2
2021-04,SEMPLIFICATO,Churned,Still_Churned,2
2021-11,SEMPLIFICATO,Active,Renew_Change_Plan,3
2023-11,SEMPLIFICATO,Active,Renew_Same_Plan,4
2024-04,SEMPLIFICATO,Active,Still_Active,398
2019-11,FORFETTARIO,Active,Resurrected,3
2021-07,FORFETTARIO,Active,Renew_Change_Plan,1
2023-02,FORFETTARIO,Active,Resurrected,79
2023-04,SEMPLIFICATO,Churned,Expired,2
2023-06,FORFETTARIO,Active,Renew_Same_Plan,807
2023-03,SEMPLIFICATO,Active,Renew_Change_Plan,7
2019-03,SEMPLIFICATO,Active,Still_Active,3
2023-01,FORFETTARIO,Active,Resurrected,36
2023-01,SEMPLIFICATO,Active,New,6
2020-10,FORFETTARIO,Churned,Still_Churned,338
2021-09,SEMPLIFICATO,Churned,Still_Churned,5
2019-03,FORFETTARIO,Active,New,157
2024-08,SEMPLIFICATO,Active,Resurrected,2
2021-03,SEMPLIFICATO,Active,Still_Active,43
2024-07,SEMPLIFICATO,Churned,Expired,9
2022-12,SEMPLIFICATO,Active,Still_Active,100
2022-11,SEMPLIFICATO,Active,Renew_Change_Plan,3
2020-10,SEMPLIFICATO,Active,Still_Active,22
2022-10,SEMPLIFICATO,Active,Renew_Same_Plan,3
2024-01,SEMPLIFICATO,Churned,Expired,11
2019-12,FORFETTARIO,Churned,Refunded,2
2022-09,SEMPLIFICATO,Active,Still_Active,94
2023-07,FORFETTARIO,Pending,Still_Pending,2
2021-07,SEMPLIFICATO,Active,Renew_Same_Plan,2
2019-01,FORFETTARIO,Active,Still_Active,448
2021-05,FORFETTARIO,Churned,Expired,61
2021-05,FORFETTARIO,Active,Resurrected,20
2023-10,SEMPLIFICATO,Active,Renew_Change_Plan,6
2024-03,FORFETTARIO,Active,New,1069
2023-05,FORFETTARIO,Churned,Expired,346
2021-05,FORFETTARIO,Active,New,369
2021-02,SEMPLIFICATO,Active,Still_Active,36
2022-09,FORFETTARIO,Active,Resurrected,30
2019-07,SEMPLIFICATO,Active,Still_Active,4
2018-12,FORFETTARIO,Active,New,24
2024-04,FORFETTARIO,Churned,Still_Churned,8909
2021-10,SEMPLIFICATO,Active,Renew_Same_Plan,1
2023-12,FORFETTARIO,Churned,Still_Churned,6458
2019-05,FORFETTARIO,Churned,Refunded,8
2024-08,FORFETTARIO,Active,Renew_Same_Plan,184
